# EXCHANGE FLUXES IN REGULATED ecFBA MODEL
# FBA model ../../ModelFiles/ecFBA/Modified/reducedEcYeast_modified_withDamage.mat with objective minGlc
# Boolean model ../../ModelFiles/Boolean/Modified/rules.txt, ../../ModelFiles/Boolean/Modified/species.txt
# TF layer ../../ModelFiles/Boolean/Modified/TFtargets.txt
growth rate	O2 uptake	CO2 production	glucose uptake	ethanol production	acetate production	glycerol production	enzyme pool
0.156	4.621396731049909	4.712526911200562	1.774002857342004	-0.0	1.0021581342556374e-8	0.006600000000000002	0.03447968792951853
0.16	4.743805036804663	4.837182264939208	1.8200423831065577	-0.0	1.028170576455878e-8	0.006600000000000002	0.034658785922459384
0.164	4.866808892534687	4.962432264059124	1.8661810164348196	-0.0	1.0542318740203172e-8	0.006600000000000002	0.034838686455218426
0.168	4.9904082982398865	5.088276908560232	1.9124187573268117	-0.0	1.0803537398018648e-8	0.006600000000000002	0.0350193895277953
0.17200000000000001	5.114603253920304	5.2147161984425505	1.9587556057825206	-0.0	1.1065298510803956e-8	0.006600000000000002	0.03520089514019014
0.176	5.239393759576001	5.34175013370615	2.005191561801945	-0.0	1.1327552340567593e-8	0.006600000000000002	0.03538320329240332
0.18	5.364779815206814	5.469378714350869	2.051726625385113	-0.0	1.1590480408774084e-8	0.006600000000000002	0.03556631398443396
0.184	5.490761420812907	5.597601940376871	2.0983607965319835	-0.0	1.1853881376477915e-8	0.006600000000000002	0.03575022721628293
0.188	5.61733857639416	5.7264198117840355	2.145094075242586	-0.0	1.2117901238006823e-8	0.006600000000000002	0.03593419669886741
0.192	5.744511281950629	5.855832328572413	2.19192646151691	-0.0	1.238247426815775e-8	0.006600000000000002	0.03611872187713496
0.196	5.870210998100298	5.98377095136	2.238513198790641	-0.0	1.2645662683663517e-8	0.006600000000000002	0.03629072211849009
0.2	5.994053980763868	6.109851936067484	2.284790329717092	-0.0	1.2907091173630647e-8	0.006600000000000002	0.03644772495911712
0.20400000000000001	6.118475862013854	6.236510914767392	2.331163792975804	-0.0	1.316906711457122e-8	0.006600000000000002	0.03660542305555983
0.20800000000000002	6.243476641850247	6.363747887459704	2.377633588566768	-0.0	1.3431590895063295e-8	0.006600000000000002	0.036763816407808264
0.212	6.367169917834079	6.489676451705456	2.4238853160828935	-0.0	1.3692868505721378e-8	0.006600000000000002	0.036913426799702054
0.216	6.484551942417511	6.6092928599568115	2.4690850175979566	-0.0	1.3948180277445488e-8	0.006600000000000002	0.03702973026518314
0.22	6.596115676714806	6.7230900733280325	2.5133148532978526	-0.0	1.4198057840530964e-8	0.006600000000000002	0.03711658043973734
0.224	6.704234720294815	6.83344169138797	2.55697042311146	-0.0	1.4444693219317628e-8	0.006600000000000002	0.03721238726831366
0.228	6.812848784368299	6.944287425347383	2.60070834557513	-0.0	1.469177574042746e-8	0.006600000000000002	0.037368483620615685
0.232	6.9219043557683655	7.05557376203938	2.644519701827692	-0.0	1.4939261050450625e-8	0.006600000000000002	0.03752493644142644
0.23600000000000002	7.031397153009447	7.1672964199783955	2.688403778288238	-0.0	1.518716780113394e-8	0.006600000000000002	0.03768164638522136
0.24	7.141279030723975	7.279407253796857	2.732352550728812	-0.0	1.5435459188584133e-8	0.006600000000000002	0.0378382997725095
0.244	7.249352621358292	7.389827864110755	2.776019619251421	-0.0	1.568212626423815e-8	0.006600000000000002	0.03798405379180103
0.248	7.339413398588953	7.482464976902208	2.822792765394239	-0.0	0.018209997550639234	0.006600000000000002	0.037999969615999996
0.252	7.416411212720067	7.562039599403056	2.869728194528504	-0.0	0.0434380735388102	0.006600000000000002	0.037999969615999996
0.256	7.493772972484887	7.641978608335016	2.916686122880381	-0.0	0.06855145396424561	0.006600000000000002	0.037999969615999996
0.26	7.5714927878068865	7.722276145633088	2.963726159943366	-0.0	0.09373189633996043	0.006600000000000002	0.037999969615999996
0.264	7.649565934807273	7.80292884726542	3.010858762870981	-0.0	0.11901245414244915	0.006600000000000002	0.037999969615999996
0.268	7.727948624843237	7.883920103867831	3.058079332692623	-0.0	0.14438763514196054	0.006600000000000002	0.037999969615999996
0.272	7.802375746227334	7.96096490784341	3.1119045621446992	-0.0	0.19155002134618415	0.006600000000000002	0.037999969615999996
0.276	7.869628429988978	8.030835883915408	3.203726429907719	-0.0	0.3562892364350414	0.006600000000000002	0.037999969615999996
0.28	7.935327699877974	8.099154012190617	3.2974972330350067	-0.0	0.5276516815150757	0.006600000000000002	0.037999969615999996
0.28400000000000003	7.946940799900436	8.19157025469469	3.4523408899904418	0.10568363096514011	0.682	0.006600000000000002	0.037999969615999996
0.28800000000000003	7.883835915438754	8.45744064227752	3.630361145663707	0.4310183040293023	0.682	0.006600000000000002	0.037999969615999996
0.292	7.746604585011924	8.86598701203473	3.9047465022942527	0.9741102888781228	0.682	0.006600000000000002	0.037999969615999996
0.296	7.5829917637211866	9.310786063684533	4.2060296447681775	1.5797692903107918	0.682	0.006600000000000002	0.037999969615999996
0.3	7.420323156169126	9.752873307418103	4.505642700194038	2.181773934557374	0.682	0.006600000000000002	0.037999969615999996
0.304	7.2585989103984785	10.192248544204222	4.803585519922841	2.7801238751865176	0.682	0.006600000000000002	0.037999969615999996
0.308	7.0978188449994555	10.62891202403242	5.099858289083593	3.3748195425904632	0.682	0.006600000000000002	0.037999969615999996
0.312	6.937983005427741	11.062863687973898	5.394460963649832	3.965860834154236	0.682	0.006600000000000002	0.037999969615999996
0.316	6.779091407315346	11.494103508552342	5.687393524900842	4.553247707453826	0.682	0.006600000000000002	0.037999969615999996
0.32	6.621144043768348	11.922631495990913	5.978655978819927	5.136980175327598	0.682	0.006600000000000002	0.037999969615999996
0.324	6.463515238121042	12.349349084583144	6.268917536395006	5.718615153592499	0.682	0.006600000000000002	0.037999969615999996
0.328	6.305548194471432	12.775094990427258	6.5587862546481395	6.299557455265656	0.682	0.006600000000000002	0.037999969615999996
0.332	6.148575623266017	13.19809531370133	6.846967121666588	6.87680899451976	0.682	0.006600000000000002	0.037999969615999996
0.336	5.992999855391792	13.617717939301976	7.132979379267701	7.449243554358565	0.682	0.006600000000000002	0.037999969615999996
0.34	5.839454344903463	14.03313236137334	7.416220270453811	8.015468116716999	0.682	0.006600000000000002	0.037999969615999996
0.34400000000000003	5.686857165565428	14.445829240814108	7.697786839709764	8.578028484600255	0.682	0.006600000000000002	0.037999969615999996
0.34800000000000003	5.5352079171729045	14.855809128576	7.977679493784156	9.136925602778273	0.682	0.006600000000000002	0.037999969615999996
0.352	5.384506896240017	15.263071618527494	8.255897932844126	9.692158774818228	0.682	0.006600000000000002	0.037999969615999996
0.356	5.234753393985051	15.667617697634606	8.532442885139973	10.243729691988001	0.682	0.006600000000000002	0.037999969615999996
0.36	5.085948055798398	16.069446455236815	8.807313679540291	10.79163679622365	0.682	0.006600000000000002	0.037999969615999996
0.364	4.938088265289816	16.468561556978628	9.080513021085912	11.335886369825403	0.682	0.006600000000000002	0.037999969615999996
0.368	4.791175147505594	16.864961422144628	9.35203974318189	11.876475703366133	0.682	0.006600000000000002	0.037999969615999996
0.372	4.645209883200499	17.258644410555675	9.62189263494068	12.413401984272749	0.682	0.006600000000000002	0.037999969615999996
0.376	4.499998834106474	17.649880444144493	9.890270970393367	12.947128073672191	0.682	0.006600000000000002	0.037999969615999996
0.38	4.349870269799211	18.04657567856985	10.163011590612049	13.49121141695133	0.682	0.006600000000000002	0.037999969615999996
0.384	4.214190293753192	18.421514460973125	10.420074498800751	13.99913985015161	0.682	0.006600000000000002	0.037999969615999996
0.388	4.114625781653905	18.742582575137234	10.638205754221959	14.417208659168942	0.682	0.006600000000000002	0.037999969615999996
0.392	4.025528320259891	19.045700118441268	10.84383714562495	14.806753161561737	0.682	0.006600000000000002	0.037999969615999996
0.396	3.961301898249544	19.313170142237315	11.023477789165812	15.136149180122075	0.682	0.006600000000000002	0.037999969615999996
0.4	3.904909756377102	19.568022344396066	11.194159866602403	15.444978411188266	0.682	0.006600000000000002	0.037999969615999996
