# NGAM GRID
# FBA model ../../ModelFiles/ecFBA/Modified/reducedEcYeast_modified_withDamage.mat with objective maxGrowth
# Boolean model ../../ModelFiles/Boolean/Modified/rules.txt, ../../ModelFiles/Boolean/Modified/species.txt
# TF layer ../../ModelFiles/Boolean/Modified/TFtargets.txt
NGAM	phase	time	divisions	damage	glucose uptake (end)	norm. ethanol production (end)	norm. O2 uptake (end)	norm. CO2 production (end)	norm. acetate production (end)	damage formation	damage repair	status
0.05	phase 2	31.500000000000178	11.0	0.4476698280855508	2.119708180715332	1.3654107318663977	0.38623231178756934	1.7790289894389846	0.10997478295150392	0.00015	0.014	dead (regular)
0.05	phase 3	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.00015	0.014	dead (regular)
0.05	phase 1	26.500000000000107	18.0	0.035992014307259804	8.825198806545014	1.4570077621473263	0.29315971327404305	1.7726504511326986	0.02785156415973225	0.00015	0.015	dead (regular)
0.05	phase 2	29.700000000000152	11.0	0.4343864817560601	2.2919856393212905	1.3694619177951073	0.38407335619196464	1.7801842768456726	0.10509047782668905	0.00015	0.015	dead (regular)
0.05	phase 3	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.00015	0.015	dead (regular)
0.05	phase 1	24.900000000000084	17.0	0.0329528341801195	8.855903872120711	1.4568568600034864	0.29329326097456726	1.7726268341393097	0.027895240479911092	0.000175	0.015	dead (regular)
0.05	phase 2	26.0000000000001	11.0	0.4171441886241843	2.524725891329684	1.374940023030599	0.38075611134644916	1.7814941028855962	0.09936383926395607	0.000175	0.015	dead (regular)
0.05	phase 3	1.8000000000000005	0.0	0.4060470443250785	1.9638041338545693	1.3618140731180024	0.3878563086681358	1.7778226277431655	0.114988967433331	0.000175	0.015	dead (regular)
0.05	phase 1	26.400000000000105	18.0	0.03527459758116659	8.832408305602101	1.45697223992146	0.29319115041947774	1.7726448916919693	0.0278618442040969	0.00015	0.016	dead (regular)
0.05	phase 2	28.600000000000136	11.0	0.4215899012084091	2.464024581492487	1.3735362850063735	0.3816023690658472	1.7811456457551165	0.10075296940050331	0.00015	0.016	dead (regular)
0.05	phase 3	2.400000000000001	0.0	0.40572414132501244	1.9843741524484526	1.362292269512546	0.38764262547490486	1.7779801500646308	0.11428193529963258	0.00015	0.016	dead (regular)
0.05	phase 1	26.500000000000107	18.0	0.0411003034589583	8.7735796446439	1.4572637668644597	0.2929331478969972	1.7726905176209011	0.02777749007896826	0.000175	0.016	dead (regular)
0.05	phase 2	34.30000000000022	11.0	0.45241990338884736	2.0585695346903523	1.3640072219952903	0.38687096848292285	1.7785528237801387	0.11185049096766336	0.000175	0.016	dead (regular)
0.05	phase 3	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.000175	0.016	dead (regular)
0.05	phase 1	26.400000000000105	18.0	0.03454226519688146	8.83976942176282	1.4569360256349786	0.29322319985198975	1.7726392239692195	0.02787232629076087	0.00015	0.017	dead (regular)
0.05	phase 2	27.600000000000122	11.0	0.4121817389887146	2.590858016350378	1.3764554850726478	0.3798450157055981	1.781879915311698	0.09792142512512579	0.00015	0.017	dead (regular)
0.05	phase 3	0.8999999999999999	0.0	0.40593018433377487	2.050932101704568	1.3638322542539305	0.3869495361231875	1.7784935161158029	0.11209192845980646	0.00015	0.017	dead (regular)
0.05	phase 1	26.500000000000107	18.0	0.04024356151391695	8.782192628458013	1.4572208415453387	0.2929711370008789	1.772683799515846	0.02778991042051398	0.000175	0.017	dead (regular)
0.05	phase 2	32.20000000000019	11.0	0.4417716294100753	2.1931022646707747	1.3671030642791886	0.38542634488028177	1.7795873927591663	0.10784459898478879	0.000175	0.017	dead (regular)
0.05	phase 3	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.000175	0.017	dead (regular)
0.05	phase 1	26.500000000000107	18.0	0.039405837683003264	8.790615232489575	1.4571789466494338	0.2930082141856755	1.772677242677447	0.027802032515235463	0.000175	0.018	dead (regular)
0.05	phase 2	30.700000000000166	11.0	0.4308594379884105	2.337635066604272	1.3705563371752094	0.38341497813813036	1.7804420522672508	0.10387923776499662	0.000175	0.018	dead (regular)
0.05	phase 3	3.3000000000000016	0.0	0.4060351079425792	2.0487260275448502	1.3637824720724627	0.3869713757419261	1.7784763333147426	0.11216142185391635	0.000175	0.018	dead (regular)
0.05	phase 1	26.500000000000107	18.0	0.03858669563824336	8.798851770529364	1.457138054734051	0.29304440372401935	1.7726708428129767	0.027813864438624613	0.000175	0.019	dead (regular)
0.05	phase 2	29.200000000000145	11.0	0.4186135306596541	2.502642715371098	1.3744350774721532	0.3810582281610235	1.7813663562790711	0.09985868483364395	0.000175	0.019	dead (regular)
