# LIFESPAN SIMULATION WITH INTEGRATED MODEL
# FBA model ../../ModelFiles/ecFBA/Modified/reducedEcYeast_modified_withDamage.mat with objective max. growth (parsimonious)
# Boolean model ../../ModelFiles/Boolean/Modified/rules.txt, ../../ModelFiles/Boolean/Modified/species.txt
# TF layer ../../ModelFiles/Boolean/Modified/TFtargets.txt
# non-metabolic damage formation f0 = 0.0001
# damage repair r0 = 0.0005
# 23 division(s) with average generation time 1.595454545454556
time	growth	glucose	O2	CO2	ethanol	acetate	glycerol	pyruvate	ATP	Dformation	P	D	M	enzymeUsage	glucose(bool)	H2O2(bool)	Trx1/2(bool)	superoxide	H2O2 production
15.59999999999996	0.3000145618586487	9.140305332532892	2.690815261438901	16.201052177854447	13.305360681241783	0.2584357023251508	0.048	6.200698265956817e-8	0.7	0.0001	0.45616594885881584	0.0038340511411797144	1.5174235001562073	0.03768426654182469	1.0	0.0	1.0	0.014870977713715604	0.007435488856857802
15.69999999999996	0.30001252669740214	9.140250263108214	2.6907959788637057	16.200955655573225	13.30528464394851	0.25843335416157276	0.048	6.200643198894795e-8	0.7	0.0001	0.4550100527428758	0.004989947257119706	1.0007282460058973	0.03768390552850268	1.0	0.0	1.0	0.014870771777807452	0.007435385888903726
15.79999999999996	0.2994742229037136	9.125684301669267	2.685695703212418	16.17542533931146	13.28517264368687	0.25781226068568713	0.048	6.189518586552367e-8	0.7	0.0001	0.4550057522687267	0.004994247731268771	1.031150741382574	0.03758841685789319	1.0	0.0	1.0	0.014816301361063395	0.0074081506805316975
15.89999999999996	0.29947222016185526	9.125630109480706	2.6856767278017966	16.17533035459523	13.285097817640143	0.2578099499274743	0.048	6.189485546315154e-8	0.7	0.0001	0.45500145205259834	0.004998547947397107	1.062497878671532	0.037588061595379696	1.0	0.0	1.0	0.014816098705638	0.007408049352819
15.99999999999996	0.29947021754013436	9.125575920542966	2.685657753529401	16.175235375577003	13.285022996082123	0.25780763930791295	0.048	6.189434209602496e-8	0.7	0.0001	0.4549971520944752	0.0050028479055202225	1.0947977543919276	0.037587706354181315	1.0	0.0	1.0	0.014815896062371554	0.007407948031185777
16.09999999999996	0.29946821455226813	9.125521702529545	2.6856387951625216	16.175140340853883	13.28494810314244	0.2578053476327234	0.048	6.189407208978537e-8	0.7	0.0001	0.4549928523943418	0.0050071476056535915	1.1280793185636322	0.037587351134296766	1.0	0.0	1.0	0.014815693431263335	0.007407846715631668
16.19999999999996	0.29946621216650765	9.125467519963088	2.685619823132822	16.17504537299935	13.284873290366143	0.25780303729233095	0.048	6.189368306763754e-8	0.7	0.0001	0.4549885529521826	0.005011447047812687	1.1623724007925353	0.03758699593572477	1.0	0.0	1.0	0.014815490812312624	0.007407745406156312
16.29999999999996	0.2994642099052315	9.125413340778794	2.6856008522753645	16.174950411076242	13.284798482275452	0.25780072708840474	0.048	6.189332601991282e-8	0.7	0.0001	0.45498425376798224	0.005015746232013014	1.1977077368257538	0.03758664075846404	1.0	0.0	1.0	0.014815288205518678	0.007407644102759339
16.399999999999963	0.29946220776411203	9.125359164845976	2.6855818825562476	16.174855454852267	13.284723678674446	0.25779841702307355	0.048	6.189285350899354e-8	0.7	0.0001	0.4549799548417252	0.00502004515827	1.2341169961247427	0.037586285602513314	1.0	0.0	1.0	0.014815085610880779	0.007407542805440389
16.499999999999964	0.29946020623374825	9.12530502462048	2.685562899243039	16.17476056595975	13.284648955625723	0.25779608828941025	0.048	6.189230461473016e-8	0.7	0.0001	0.454975656173396	0.005024343826599163	1.2716328102867822	0.03758593046787131	1.0	0.0	1.0	0.014814883028398198	0.007407441514199099
16.599999999999966	0.2994582043328647	9.125250855187854	2.6855439318004173	16.174665621128703	13.284574160999306	0.2577937785015112	0.048	6.189198487049907e-8	0.7	0.0001	0.45497135776297915	0.005028642237015964	1.3102888020813384	0.037585575354536736	1.0	0.0	1.0	0.014814680458070193	0.0074073402290350965
16.699999999999967	0.2994562025520681	9.125196689004676	2.6855249654955506	16.174570681993227	13.284499370859695	0.2577914688522066	0.048	6.189150703050927e-8	0.7	0.0001	0.45496705961045925	0.0050329403895358876	1.3501196157367994	0.03758522026250833	1.0	0.0	1.0	0.014814477899895113	0.007407238949947556
16.79999999999997	0.29945420089138647	9.125142526071704	2.68550600032874	16.17447574855449	13.284424585207805	0.2577891593414715	0.048	6.189105405951523e-8	0.7	0.0001	0.4549627617158207	0.005037238284174382	1.391160947902886	0.037584865191784805	1.0	0.0	1.0	0.014814275353875039	0.007407137676937519
16.89999999999997	0.29945219886017127	9.125088333932446	2.685487051031133	16.174380759179073	13.28434972798144	0.2577868687752871	0.048	6.189074674978201e-8	0.7	0.0001	0.4549584640790481	0.005041535920946956	1.4334495795434143	0.03758451014236488	1.0	0.0	1.0	0.014814072820006404	0.007407036410003202
