# F0-R0 PARAMETER SCAN
# FBA model ../../ModelFiles/ecFBA/Modified/reducedEcYeast_modified_withDamage.mat with objective max. growth (parsimonious)
# Boolean model ../../ModelFiles/Boolean/Modified/rules.txt, ../../ModelFiles/Boolean/Modified/species.txt
# TF layer ../../ModelFiles/Boolean/Modified/TFtargets.txt
damage formation	damage repair	regulation factor	rls	average generation time	time phase 1	rls phase 1	damage phase 1	time phase 2	rls phase 2	damage phase 2	time phase 3	rls phase 3	damage phase 3	status
0.0	0.0	0.04	67	1.469696969696951	99.9999999999986	67.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	alive
2.5e-5	0.0	0.04	28	1.5777777777777902	31.200000000000173	21.0	0.019325449574689502	10.399999999999979	6.0	0.2095876036128529	6.399999999999993	1.0	0.2725159663085151	dead (regular)
5.0e-5	0.0	0.04	25	1.5500000000000107	26.80000000000011	18.0	0.016918112003709386	9.299999999999983	6.0	0.1826362362613178	62.70000000000062	1.0	0.2381499209649361	alive
7.5e-5	0.0	0.04	24	1.5739130434782715	25.30000000000009	17.0	0.020416326959877464	10.09999999999998	6.0	0.1965266902978735	4.799999999999999	1.0	0.25560798070384877	dead (regular)
0.0001	0.0	0.04	23	1.595454545454556	23.800000000000068	16.0	0.020998836635336575	10.599999999999978	6.0	0.21012006236985656	6.499999999999993	1.0	0.2733671610196982	dead (regular)
0.000125	0.0	0.04	22	1.5904761904762001	22.40000000000005	15.0	0.01985161740090143	10.09999999999998	6.0	0.20012256710430276	5.099999999999998	1.0	0.2603746420224138	dead (regular)
0.00015	0.0	0.04	21	1.5650000000000088	20.900000000000027	14.0	0.017709513131892275	9.299999999999983	6.0	0.18626102379029796	4.100000000000001	1.0	0.24235811795496054	dead (regular)
0.000175	0.0	0.04	21	1.6150000000000095	20.900000000000027	14.0	0.021690797047541427	10.899999999999977	6.0	0.21166048974116766	6.5999999999999925	1.0	0.2755313031818286	dead (regular)
0.0002	0.0	0.04	20	1.573684210526324	19.400000000000006	13.0	0.018131130006126223	9.399999999999983	6.0	0.18810053923972198	4.200000000000001	1.0	0.2448274905537292	dead (regular)
0.000225	0.0	0.04	20	1.6105263157894825	19.400000000000006	13.0	0.021203546877191278	10.599999999999978	6.0	0.20791496036254847	6.199999999999994	1.0	0.27074628597245365	dead (regular)
0.00025	0.0	0.04	19	1.5722222222222295	17.899999999999984	12.0	0.016985820798932624	9.299999999999983	6.0	0.1843024756234318	3.900000000000002	1.0	0.23994249462273673	dead (regular)
0.000275	0.0	0.04	19	1.6333333333333415	17.899999999999984	12.0	0.019305232950188617	10.499999999999979	6.0	0.21110940731981298	6.5999999999999925	1.0	0.27502895425541635	dead (regular)
0.0003	0.0	0.04	19	1.6500000000000083	17.899999999999984	12.0	0.02161632569523508	7.999999999999988	5.0	0.16979962210450178	11.999999999999973	2.0	0.2882561427376746	dead (regular)
0.000325	0.0	0.04	18	1.5764705882353007	16.399999999999963	11.0	0.016678359805180523	9.199999999999983	6.0	0.1831552547085346	13.199999999999969	1.0	0.2392215405188831	dead (regular)
0.00035	0.0	0.04	18	1.6352941176470661	16.399999999999963	11.0	0.01843937196093453	10.19999999999998	6.0	0.2096846480193236	6.499999999999993	1.0	0.27332950861687655	dead (regular)
0.000375	0.0	0.04	18	1.6117647058823599	16.399999999999963	11.0	0.0201954240439699	10.19999999999998	6.0	0.19830931177034064	4.999999999999998	1.0	0.25843937872346934	dead (regular)
0.0004	0.0	0.04	18	1.6588235294117724	16.399999999999963	11.0	0.021946534785324844	7.999999999999988	5.0	0.16938547461810016	11.899999999999974	2.0	0.28797764065772985	dead (regular)
0.000425	0.0	0.04	18	1.7000000000000082	15.199999999999962	10.0	0.01665922972036064	9.099999999999984	6.0	0.18010094984451724	40.80000000000031	2.0	0.3096957244410045	dead (regular)
0.00045	0.0	0.04	17	1.5937500000000058	14.899999999999963	10.0	0.017746192491509206	9.399999999999983	6.0	0.1901944960815946	4.300000000000001	1.0	0.24793088443637393	dead (regular)
0.000475	0.0	0.04	17	1.6500000000000066	14.899999999999963	10.0	0.019074493807287908	10.499999999999979	6.0	0.21150119996851793	6.699999999999992	1.0	0.2759780273868444	dead (regular)
0.0005	0.0	0.04	17	1.6250000000000062	14.999999999999963	10.0	0.02044037222015746	10.29999999999998	6.0	0.20415613412368	5.699999999999996	1.0	0.26634952640649356	dead (regular)
0.0	0.001	0.04	67	1.469696969696951	99.9999999999986	67.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	alive
2.5e-5	0.001	0.04	28	1.5777777777777902	31.200000000000173	21.0	0.018667669556940814	10.19999999999998	6.0	0.20630652366801658	5.699999999999996	1.0	0.2667210662443127	dead (regular)
5.0e-5	0.001	0.04	26	1.616000000000012	27.000000000000114	18.0	0.016537985362263894	9.099999999999984	6.0	0.17502209184350434	13.299999999999969	2.0	0.29211040864284055	dead (regular)
7.5e-5	0.001	0.04	24	1.5956521739130545	25.30000000000009	17.0	0.019881014003707297	10.499999999999979	6.0	0.20942839604664926	6.299999999999994	1.0	0.27070088495850564	dead (regular)
0.0001	0.001	0.04	23	1.595454545454556	23.800000000000068	16.0	0.02049047233050381	10.499999999999979	6.0	0.20851492947886352	6.099999999999994	1.0	0.26962018019057216	dead (regular)
0.000125	0.001	0.04	22	1.6047619047619146	22.40000000000005	15.0	0.01939509539411111	10.29999999999998	6.0	0.20933979545009462	6.299999999999994	1.0	0.27068900872148316	dead (regular)
0.00015	0.001	0.04	22	1.6714285714285824	20.900000000000027	14.0	0.01732563201309399	9.299999999999983	6.0	0.1837470186748142	30.700000000000166	2.0	0.3025650584915743	dead (regular)
0.000175	0.001	0.04	21	1.6050000000000093	20.900000000000027	14.0	0.02124506678261118	10.599999999999978	6.0	0.20550368558613333	5.699999999999996	1.0	0.2659660124143636	dead (regular)
0.0002	0.001	0.04	20	1.573684210526324	19.400000000000006	13.0	0.017774037753194312	9.399999999999983	6.0	0.1856281995298463	3.900000000000002	1.0	0.24065528624315913	dead (regular)
0.000225	0.001	0.04	20	1.6000000000000085	19.400000000000006	13.0	0.02080286722000018	10.29999999999998	6.0	0.2016039097798368	5.399999999999997	1.0	0.2610812836175178	dead (regular)
0.00025	0.001	0.04	20	1.6842105263157992	17.899999999999984	12.0	0.01667649702596506	9.299999999999983	6.0	0.1817937410203374	23.20000000000006	2.0	0.30202982795668704	dead (regular)
0.000275	0.001	0.04	19	1.627777777777786	17.899999999999984	12.0	0.018965913968981292	10.29999999999998	6.0	0.20884763890459604	6.199999999999994	1.0	0.27037973912021535	dead (regular)
0.0003	0.001	0.04	19	1.6222222222222302	17.899999999999984	12.0	0.021247207393361132	10.699999999999978	6.0	0.2071779521849775	5.899999999999995	1.0	0.2683278796607113	dead (regular)
0.000325	0.001	0.04	19	1.6833333333333422	16.699999999999967	11.0	0.01662555910904222	9.099999999999984	6.0	0.17822697992056855	16.29999999999996	2.0	0.2981079414616019	dead (regular)
0.00035	0.001	0.04	18	1.5882352941176539	16.399999999999963	11.0	0.018143938693676843	9.399999999999983	6.0	0.18977572282042604	4.200000000000001	1.0	0.2461901335999222	dead (regular)
0.000375	0.001	0.04	18	1.5882352941176539	16.399999999999963	11.0	0.019879565244131564	9.699999999999982	6.0	0.19142529596604715	4.200000000000001	1.0	0.2483590367051552	dead (regular)
0.0004	0.001	0.04	18	1.6588235294117724	16.399999999999963	11.0	0.021610353840976686	7.999999999999988	5.0	0.16936243214660585	11.599999999999975	2.0	0.28459764017397604	dead (regular)
0.000425	0.001	0.04	18	1.6764705882353022	15.59999999999996	10.0	0.016668541193138018	8.599999999999985	6.0	0.17461470734782253	13.399999999999968	2.0	0.29314564922806297	dead (regular)
0.00045	0.001	0.04	17	1.5937500000000058	14.899999999999963	10.0	0.01748999201013053	9.399999999999983	6.0	0.18808051580252638	4.000000000000002	1.0	0.24416393254951735	dead (regular)
0.000475	0.001	0.04	17	1.6437500000000065	14.899999999999963	10.0	0.018804494141340326	10.29999999999998	6.0	0.20971390594324235	6.399999999999993	1.0	0.27187594432755796	dead (regular)
0.0005	0.001	0.04	17	1.6312500000000063	14.999999999999963	10.0	0.020154012731162203	10.29999999999998	6.0	0.20621252212508082	5.899999999999995	1.0	0.2674705878311913	dead (regular)
0.0	0.002	0.04	67	1.469696969696951	99.9999999999986	67.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	alive
2.5e-5	0.002	0.04	28	1.5444444444444565	31.200000000000173	21.0	0.018027051209227755	9.299999999999983	6.0	0.1861780002068942	4.000000000000002	1.0	0.2401384228352338	dead (regular)
5.0e-5	0.002	0.04	26	1.604000000000012	28.300000000000132	19.0	0.02329156522788841	8.099999999999987	5.0	0.17057814824324613	11.399999999999975	2.0	0.2819840711447903	dead (regular)
7.5e-5	0.002	0.04	24	1.5956521739130545	25.30000000000009	17.0	0.019356814775482966	10.399999999999979	6.0	0.2077657551784834	5.999999999999995	1.0	0.26702107090354843	dead (regular)
0.0001	0.002	0.04	23	1.6000000000000105	23.800000000000068	16.0	0.019991978133156504	10.499999999999979	6.0	0.20672258644256186	5.799999999999995	1.0	0.2658307066139364	dead (regular)
0.000125	0.002	0.04	22	1.6047619047619146	22.40000000000005	15.0	0.018949967560939016	10.19999999999998	6.0	0.20596392705363978	5.699999999999996	1.0	0.2649530129757097	dead (regular)
0.00015	0.002	0.04	22	1.657142857142868	20.900000000000027	14.0	0.01694825249015241	9.199999999999983	6.0	0.17895200560985486	15.099999999999962	2.0	0.2941950660769489	dead (regular)
0.000175	0.002	0.04	21	1.5900000000000092	20.900000000000027	14.0	0.02080684678029226	10.19999999999998	6.0	0.1988057141935045	4.999999999999998	1.0	0.2561724552547876	dead (regular)
0.0002	0.002	0.04	21	1.6800000000000104	19.400000000000006	13.0	0.01742252254406868	9.299999999999983	6.0	0.1832595880595633	21.10000000000003	2.0	0.2982571938716984	dead (regular)
0.000225	0.002	0.04	20	1.5842105263157977	19.400000000000006	13.0	0.020408419249245434	9.89999999999998	6.0	0.19450050481731362	4.5	1.0	0.2509340749632474	dead (regular)
0.00025	0.002	0.04	20	1.6631578947368515	18.19999999999999	12.0	0.01657050844700456	8.999999999999984	6.0	0.17647522896289602	13.599999999999968	2.0	0.2914103672975755	dead (regular)
0.000275	0.002	0.04	19	1.627777777777786	17.899999999999984	12.0	0.01863144566186061	10.19999999999998	6.0	0.20758925204634524	5.899999999999995	1.0	0.2672317249185703	dead (regular)
0.0003	0.002	0.04	19	1.611111111111119	17.899999999999984	12.0	0.020883349488732196	10.399999999999979	6.0	0.20132024285297964	5.1999999999999975	1.0	0.2595321558841617	dead (regular)
0.000325	0.002	0.04	19	1.6611111111111196	17.199999999999974	11.0	0.016628590779430526	8.499999999999986	6.0	0.17320645809858376	12.499999999999972	2.0	0.2869219356674872	dead (regular)
0.00035	0.002	0.04	18	1.5882352941176539	16.399999999999963	11.0	0.01785235428287382	9.399999999999983	6.0	0.18753542546989363	3.900000000000002	1.0	0.24238441101515815	dead (regular)
0.000375	0.002	0.04	18	1.6352941176470661	16.399999999999963	11.0	0.019567811625042127	10.499999999999979	6.0	0.20839377471586928	6.099999999999994	1.0	0.26837342838097716	dead (regular)
