# INTERESTING ENZYMES
# from overexpression experiment 
enzyme(s)	standard name	pathway	overexpression span	rls	rls change	enzyme change	lcc	time phase 1	rls phase 1	damage phase 1	time phase 2	rls phase 2	damage phase 2	time phase 3	rls phase 3	damage phase 3	status	why
LPD1	YFL018C	Other	phase 2	25	1.0869565217391304	1.159570289205493	0.5449418069747853	23.800000000000068	16.0	0.02074340867030759	19.1	9.0	0.22081393077935826	0.0	0.0	NaN	dead (overexpression)	increased lifespan and used more
LAT1	YNL071W	Other	phase 2	25	1.0869565217391304	1.1700627144668172	0.5113203209284151	23.800000000000068	16.0	0.02074340867030759	19.400000000000006	9.0	0.22081664374418947	0.0	0.0	NaN	dead (overexpression)	increased lifespan and used more
PDA1	YER178W	Other	phase 2	25	1.0869565217391304	1.15847891096777	0.5486945941773596	23.800000000000068	16.0	0.02074340867030759	19.1	9.0	0.22082265166223114	0.0	0.0	NaN	dead (overexpression)	increased lifespan and used more
PDX1	YGR193C	Other	phase 2	25	1.0869565217391304	1.1700627144668172	0.5113203209284151	23.800000000000068	16.0	0.02074340867030759	19.400000000000006	9.0	0.22081664374418947	0.0	0.0	NaN	dead (overexpression)	increased lifespan and used more
PDB1	YBR221C	Other	phase 2	25	1.0869565217391304	1.1585418757700987	0.5484766804779445	23.800000000000068	16.0	0.02074340867030759	19.1	9.0	0.22082925555366217	0.0	0.0	NaN	dead (overexpression)	increased lifespan and used more
ATP2	YJR121W	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.4128437521632666	0.10531408224477849	29.000000000000142	18.0	0.03553384603902829	5.799999999999995	4.0	0.1783213969282435	16.99999999999997	2.0	0.29938031092131523	dead (regular)	increased lifespan but only in specific phase
ATP6	Q0085	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.4223407235353553	0.10294593546559931	29.200000000000145	18.0	0.035808172605238525	5.799999999999995	4.0	0.17873116206647502	17.49999999999998	2.0	0.30000745481009244	dead (regular)	increased lifespan but only in specific phase
ATP8	Q0080	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.429205059969204	0.10129950675018796	29.400000000000148	18.0	0.03601528919082863	5.799999999999995	4.0	0.179041374481569	17.999999999999986	2.0	0.3004659890376031	dead (regular)	increased lifespan but only in specific phase
ATP4	YPL078C	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.4214350419778456	0.10316717059292571	29.200000000000145	18.0	0.035814793556708496	5.799999999999995	4.0	0.17874286382606672	17.49999999999998	2.0	0.30002702422242294	dead (regular)	increased lifespan but only in specific phase
ATP1	YBL099W	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.4117721040150382	0.10558816502046814	28.90000000000014	18.0	0.03550374031646686	5.899999999999995	4.0	0.17978819704179821	19.1	2.0	0.3015812538879375	dead (regular)	increased lifespan but only in specific phase
ATP5	YDR298C	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.4222130939228625	0.10297705470382355	29.200000000000145	18.0	0.035842278721465885	5.799999999999995	4.0	0.18022312851019387	20.40000000000002	2.0	0.30214991411612835	dead (regular)	increased lifespan but only in specific phase
ATP15	YPL271W	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.429138006147386	0.10131533503614396	29.400000000000148	18.0	0.03601349707353978	5.799999999999995	4.0	0.1790386869497913	17.899999999999984	2.0	0.30047354394898707	dead (regular)	increased lifespan but only in specific phase
ATP7	YKL016C	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.42302652236094	0.10277904237991999	29.300000000000146	18.0	0.0358680360355387	5.799999999999995	4.0	0.17882078493153897	17.69999999999998	2.0	0.3001314990376208	dead (regular)	increased lifespan but only in specific phase
NDI1	YML120C	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	2.0329113310186426	0.042092926627775064	29.60000000000015	18.0	0.03625886026159522	5.799999999999995	4.0	0.180760321918564	22.100000000000044	2.0	0.30284115899582664	dead (regular)	increased lifespan but only in specific phase
ATP3	YBR039W	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.4185924682837607	0.1038677572193956	29.100000000000144	18.0	0.03578512757083609	5.799999999999995	4.0	0.18014952583954838	20.200000000000017	2.0	0.3020513235399618	dead (regular)	increased lifespan but only in specific phase
OLI1	Q0130	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.4290826773237937	0.10132839932094417	29.400000000000148	18.0	0.03601116969620026	5.799999999999995	4.0	0.17903519031877926	17.799999999999983	2.0	0.30047974619224643	dead (regular)	increased lifespan but only in specific phase
TIM11	YDR322C-A	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.4256994628940916	0.10213369914535698	29.300000000000146	18.0	0.0359677039745146	5.799999999999995	4.0	0.18038471102037043	21.00000000000003	2.0	0.3023466885565076	dead (regular)	increased lifespan but only in specific phase
ATP18	YML081C-A	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.429138006147386	0.10131533503614396	29.400000000000148	18.0	0.03601349707353978	5.799999999999995	4.0	0.1790386869497913	17.899999999999984	2.0	0.30047354394898707	dead (regular)	increased lifespan but only in specific phase
ATP19	YOL077W-A	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.429082677323794	0.10132839932094416	29.400000000000148	18.0	0.03601116969620026	5.799999999999995	4.0	0.17903519031877926	17.799999999999983	2.0	0.30047974619224643	dead (regular)	increased lifespan but only in specific phase
ATP17	YDR377W	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.4257501026025363	0.10212155112539063	29.300000000000146	18.0	0.0359359351746156	5.799999999999995	4.0	0.1803437678864125	20.800000000000026	2.0	0.30230267589578397	dead (regular)	increased lifespan but only in specific phase
ATP16	YDL004W	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.4257125045473	0.10213057029132777	29.300000000000146	18.0	0.035932009687077215	5.799999999999995	4.0	0.17891658097818577	17.799999999999983	2.0	0.3002814258190508	dead (regular)	increased lifespan but only in specific phase
