# REGULATION FACTOR GRID
# FBA model ../../ModelFiles/ecFBA/Modified/reducedEcYeast_modified_withDamage.mat with objective max. growth (parsimonious)
# Boolean model ../../ModelFiles/Boolean/Modified/rules.txt, ../../ModelFiles/Boolean/Modified/species.txt
# TF layer ../../ModelFiles/Boolean/Modified/TFtargets.txt
regulation factor	phase	time	divisions	damage at end	damage formation	damage repair	status
0.005	phase 2	4.5	3.0	0.19240132298812246	0.000125	0.008	dead (regular)
0.005	phase 3	2.800000000000001	1.0	0.2447026266671365	0.000125	0.008	dead (regular)
0.005	phase 1	12.69999999999997	10.0	0.07650384459753655	0.00015	0.008	dead (regular)
0.005	phase 2	4.5	3.0	0.1926824180955245	0.00015	0.008	dead (regular)
0.005	phase 3	2.800000000000001	1.0	0.24508407044272373	0.00015	0.008	dead (regular)
0.005	phase 1	12.69999999999997	10.0	0.07529173873775925	0.000125	0.009	dead (regular)
0.005	phase 2	4.5	3.0	0.19138605900901176	0.000125	0.009	dead (regular)
0.005	phase 3	2.700000000000001	1.0	0.2429462753593543	0.000125	0.009	dead (regular)
0.005	phase 1	12.69999999999997	10.0	0.07592730164426005	0.00015	0.009	dead (regular)
0.005	phase 2	4.5	3.0	0.19168641065250847	0.00015	0.009	dead (regular)
0.005	phase 3	2.800000000000001	1.0	0.24313708520084742	0.00015	0.009	dead (regular)
0.005	phase 1	12.69999999999997	10.0	0.07463125567670618	0.000125	0.01	dead (regular)
0.005	phase 2	4.5	3.0	0.19036332437621598	0.000125	0.01	dead (regular)
0.005	phase 3	2.700000000000001	1.0	0.2409977742831692	0.000125	0.01	dead (regular)
0.005	phase 1	12.79999999999997	10.0	0.07701200443902792	0.00015	0.012	dead (regular)
0.005	phase 2	4.4	3.0	0.1886578428224689	0.00015	0.012	dead (regular)
0.005	phase 3	10.399999999999979	2.0	0.28192462705793386	0.00015	0.012	dead (regular)
0.005	phase 1	12.79999999999997	10.0	0.07585519718881736	0.000125	0.013	dead (regular)
0.005	phase 2	4.300000000000001	3.0	0.1875708867799032	0.000125	0.013	dead (regular)
0.005	phase 3	9.799999999999981	2.0	0.27947422822731244	0.000125	0.013	dead (regular)
0.005	phase 1	12.79999999999997	10.0	0.07646354419072898	0.00015	0.013	dead (regular)
0.005	phase 2	4.300000000000001	3.0	0.18789693999553303	0.00015	0.013	dead (regular)
0.005	phase 3	9.799999999999981	2.0	0.28004059730376296	0.00015	0.013	dead (regular)
0.005	phase 1	12.79999999999997	10.0	0.07588257825949048	0.00015	0.014	dead (regular)
0.005	phase 2	4.300000000000001	3.0	0.18690678981775194	0.00015	0.014	dead (regular)
0.005	phase 3	9.199999999999983	2.0	0.27815260719961293	0.00015	0.014	dead (regular)
0.005	phase 1	13.699999999999967	11.0	0.07673966571099902	0.00015	0.015	dead (regular)
0.005	phase 2	4.799999999999999	3.0	0.189944825617277	0.00015	0.015	dead (regular)
0.005	phase 3	9.89999999999998	2.0	0.2771832848441645	0.00015	0.015	dead (regular)
0.005	phase 1	12.79999999999997	10.0	0.07590510827600232	0.000175	0.015	dead (regular)
0.005	phase 2	4.300000000000001	3.0	0.18624309281729284	0.000175	0.015	dead (regular)
0.005	phase 3	8.799999999999985	2.0	0.2763395320025237	0.000175	0.015	dead (regular)
0.005	phase 1	13.699999999999967	11.0	0.07598562738257987	0.00015	0.016	dead (regular)
0.005	phase 2	4.799999999999999	3.0	0.1890012503338823	0.00015	0.016	dead (regular)
0.005	phase 3	9.199999999999983	2.0	0.2761396676131676	0.00015	0.016	dead (regular)
0.005	phase 1	13.699999999999967	11.0	0.07672199321055057	0.000175	0.016	dead (regular)
0.005	phase 2	4.799999999999999	3.0	0.18922382768186488	0.000175	0.016	dead (regular)
0.005	phase 3	9.299999999999983	2.0	0.27610197662172303	0.000175	0.016	dead (regular)
0.005	phase 1	13.699999999999967	11.0	0.07524194588671469	0.00015	0.017	dead (regular)
0.005	phase 2	4.799999999999999	3.0	0.18806577639561478	0.00015	0.017	dead (regular)
0.005	phase 3	8.799999999999985	2.0	0.2741000477492663	0.00015	0.017	dead (regular)
0.005	phase 1	13.699999999999967	11.0	0.07597023271664523	0.000175	0.017	dead (regular)
0.005	phase 2	4.799999999999999	3.0	0.18828484027483727	0.000175	0.017	dead (regular)
0.005	phase 3	8.899999999999984	2.0	0.2740294974261568	0.000175	0.017	dead (regular)
0.005	phase 1	13.699999999999967	11.0	0.07522844248020123	0.000175	0.018	dead (regular)
0.005	phase 2	4.699999999999999	3.0	0.18768416420809808	0.000175	0.018	dead (regular)
0.005	phase 3	8.599999999999985	2.0	0.2721935154761541	0.000175	0.018	dead (regular)
0.005	phase 1	13.699999999999967	11.0	0.07449670690396588	0.000175	0.019	dead (regular)
0.005	phase 2	4.699999999999999	3.0	0.1867779958528817	0.000175	0.019	dead (regular)
0.005	phase 3	8.199999999999987	2.0	0.2705936419411064	0.000175	0.019	dead (regular)
0.005	phase 1	13.699999999999967	11.0	0.07521007154594887	0.0002	0.019	dead (regular)
0.005	phase 2	4.699999999999999	3.0	0.18699047314712333	0.0002	0.019	dead (regular)
0.005	phase 3	8.199999999999987	2.0	0.27096868158063353	0.0002	0.019	dead (regular)
0.005	phase 1	13.799999999999967	11.0	0.07676119487915385	0.000175	0.02	dead (regular)
0.005	phase 2	4.6	3.0	0.1858763189423375	0.000175	0.02	dead (regular)
0.005	phase 3	7.899999999999988	2.0	0.26868578432311324	0.000175	0.02	dead (regular)
0.005	phase 1	13.699999999999967	11.0	0.07448157362466644	0.0002	0.02	dead (regular)
0.005	phase 2	4.799999999999999	3.0	0.18572181790140244	0.0002	0.02	dead (regular)
0.005	phase 3	7.899999999999988	2.0	0.2685231455260978	0.0002	0.02	dead (regular)
0.01	phase 1	14.999999999999963	12.0	0.07117569183628682	0.0001	0.0	dead (regular)
0.01	phase 2	4.899999999999999	3.0	0.1984434565303976	0.0001	0.0	dead (regular)
0.01	phase 3	3.4000000000000017	1.0	0.25809208183059834	0.0001	0.0	dead (regular)
0.01	phase 1	15.099999999999962	12.0	0.07387868030659706	0.0001	0.001	dead (regular)
0.01	phase 2	4.799999999999999	3.0	0.19733060927624518	0.0001	0.001	dead (regular)
0.01	phase 3	3.2000000000000015	1.0	0.25581941818257753	0.0001	0.001	dead (regular)
0.01	phase 1	15.099999999999962	12.0	0.07311683414700758	0.0001	0.002	dead (regular)
0.01	phase 2	4.799999999999999	3.0	0.1962288122207257	0.0001	0.002	dead (regular)
0.01	phase 3	3.1000000000000014	1.0	0.25362694316141077	0.0001	0.002	dead (regular)
0.01	phase 1	15.099999999999962	12.0	0.07228097135991643	0.0001	0.003	dead (regular)
0.01	phase 2	4.699999999999999	3.0	0.19516323669377092	0.0001	0.003	dead (regular)
0.01	phase 3	3.2000000000000015	1.0	0.2513982388626896	0.0001	0.003	dead (regular)
0.01	phase 1	15.099999999999962	12.0	0.07134547719302756	0.0001	0.004	dead (regular)
0.01	phase 2	4.699999999999999	3.0	0.1940358833495614	0.0001	0.004	dead (regular)
0.01	phase 3	3.1000000000000014	1.0	0.24924508877190296	0.0001	0.004	dead (regular)
